id,title,text,question,answers
8.6935E+11,السعودية,"حكم آل سعود تاريخيا في نجد ومناطق واسعة من الجزيرة العربية أكثر من مرة، وتعتبر المملكة السعودية الحالية نتاجًا ووارثة لتلك الكيانات التاريخية، أول تلك الكيانات إمارة الدرعية التي أسسها محمد بن سعود سنة 1157 هـ / 1744 وظلت حتى قاد إبراهيم باشا جيش والي مصر العثماني في حملة للقضاء عليها عام 1233 هـ / 1818م، ويشار إلى تلك المرحلة باسم ""الدولة السعودية الأولى""، ولكن لم يطل الوقت بعد سقوط الدولة الأولى حتى أقام تركي بن عبد الله بن محمد إمارة جديدة لآل سعود في نجد، اتخذت من الرياض عاصمة واستمرت حتى انتزع حكام إمارة حائل إمارة الرياض من آل سعود سنة 1308 هـ / 1891، ويشار إلى تلك المرحلة بـ""الدولة السعودية الثانية"". لاحقًا استرد عبد العزيز آل سعود الشاب سنة 1319 هـ / 1902 إمارة الرياض من يد آل رشيد، وتوسع مسيطرا على كامل نجد 1921 وتسمت بسلطنة نجد حتى نجح عبد العزيز بانتزاع مملكة الحجاز من يد الهاشميين، فنصب ملكا على الحجاز في يناير من عام 1926، وبعدها بعام غيّر لقبه من سلطان نجد إلى ملك نجد، وسميت المناطق التي يسيطر عليها مملكة الحجاز ونجد وملحقاتها، وظلت بذلك الاسم حتى وحد عبد العزيز جميع المناطق التي يسيطر عليها في كيان واحد، وكان ذلك في 1351 هـ / 23 سبتمبر 1932 وأُعلن اسمها ""المملكة العربية السعودية"".",- متى أسس محمد بن سعود أول كيانات في المملكة العربية السعودية؟ ال,"{'text': array(['سنة 1157 هـ / 1744'], dtype=object), 'answer_start': array([198], dtype=int32)}"
7.62978E+11,مصر,مِصرَ أو (رسمياً: جُمهورِيّةُ مِصرَ العَرَبيّةِ) هي دولة عربية تقع في الركن الشمالي الشرقي من قارة أفريقيا، ولديها امتداد آسيوي، حيث تقع شبه جزيرة سيناء داخل قارة آسيا فهي دولة عابرة للقارات، قُدّر عدد سكانها بـ104 مليون نسمة، ليكون ترتيبها الثالثة عشر بين دول العالم بعدد السكان والأكثر سكانا عربيا.,- أين تقع مصر؟ ال,"{'text': array(['تقع في الركن الشمالي الشرقي من قارة أفريقيا،'], dtype=object), 'answer_start': array([63], dtype=int32)}"
4.19961E+11,مصر,مِصرَ أو (رسمياً: جُمهورِيّةُ مِصرَ العَرَبيّةِ) هي دولة عربية تقع في الركن الشمالي الشرقي من قارة أفريقيا، ولديها امتداد آسيوي، حيث تقع شبه جزيرة سيناء داخل قارة آسيا فهي دولة عابرة للقارات، قُدّر عدد سكانها بـ104 مليون نسمة، ليكون ترتيبها الثالثة عشر بين دول العالم بعدد السكان والأكثر سكانا عربيا.,- أين تقع شبه جزيرة سيناء؟ ال,"{'text': array(['حيث تقع شبه جزيرة سيناء داخل'], dtype=object), 'answer_start': array([129], dtype=int32)}"
3.2565E+11,مصر,مِصرَ أو (رسمياً: جُمهورِيّةُ مِصرَ العَرَبيّةِ) هي دولة عربية تقع في الركن الشمالي الشرقي من قارة أفريقيا، ولديها امتداد آسيوي، حيث تقع شبه جزيرة سيناء داخل قارة آسيا فهي دولة عابرة للقارات، قُدّر عدد سكانها بـ104 مليون نسمة، ليكون ترتيبها الثالثة عشر بين دول العالم بعدد السكان والأكثر سكانا عربيا.,- ما هو عدد سكان شبه جزيرة سيناء؟ ال,"{'text': array(['قُدّر عدد سكانها بـ104 مليون نسمة،'], dtype=object), 'answer_start': array([192], dtype=int32)}"
3.70964E+11,مصر,مِصرَ أو رسمياً جُمهورِيةُ مِصرَ العَرَبيةِ هي دولة عربية تقع في الركن الشمالي الشرقي من قارة أفريقيا، ولديها امتداد آسيوي، حيث تقع شبه جزيرة سيناء داخل قارة آسيا فهي دولة عابرة للقارات، قُدّر عدد سكانها بـ104 مليون نسمة، ليكون ترتيبها الثالثة عشر بين دول العالم بعدد السكان والأكثر سكانا عربيا. ولجمهورية مصر العربية سواحل طويلة على البحرين الأبيض والأحمر، وتشترك بحدود مع سبعة دول وكيانات فيحدها في الشمال الشرقي منطقة فلسطين (إسرائيل وقطاع غزة) بطول 265 كم، ويحدها من الغرب ليبيا على امتداد خط بطول 1115 كم، كما تشترك مع السودان بأطول حدود برية لها بطول 1280 كم. بالإضافة إلى حدودها البحرية مع السعودية شرقا وقبرص واليونان شمالا. تبلغ مساحة جمهورية مصر العربية حوالي 1.002.000 كيلومتر مربع والمساحة المأهولة تبلغ 78990 كم2 بنسبة 7.8 % من المساحة الكلية. وتُقسم مصر إدارياً إلى 27 محافظة، وتنقسم كل محافظة إلى تقسيمات إدارية أصغر وهي المراكز أو الأقسام.,- ما طول الحدود الليبية؟ ال,"{'text': array(['1115 كم،'], dtype=object), 'answer_start': array([502], dtype=int32)}"
29552156539,مصر,مِصرَ أو رسمياً جُمهورِيةُ مِصرَ العَرَبيةِ هي دولة عربية تقع في الركن الشمالي الشرقي من قارة أفريقيا، ولديها امتداد آسيوي، حيث تقع شبه جزيرة سيناء داخل قارة آسيا فهي دولة عابرة للقارات، قُدّر عدد سكانها بـ104 مليون نسمة، ليكون ترتيبها الثالثة عشر بين دول العالم بعدد السكان والأكثر سكانا عربيا. ولجمهورية مصر العربية سواحل طويلة على البحرين الأبيض والأحمر، وتشترك بحدود مع سبعة دول وكيانات فيحدها في الشمال الشرقي منطقة فلسطين (إسرائيل وقطاع غزة) بطول 265 كم، ويحدها من الغرب ليبيا على امتداد خط بطول 1115 كم، كما تشترك مع السودان بأطول حدود برية لها بطول 1280 كم. بالإضافة إلى حدودها البحرية مع السعودية شرقا وقبرص واليونان شمالا. تبلغ مساحة جمهورية مصر العربية حوالي 1.002.000 كيلومتر مربع والمساحة المأهولة تبلغ 78990 كم2 بنسبة 7.8 % من المساحة الكلية. وتُقسم مصر إدارياً إلى 27 محافظة، وتنقسم كل محافظة إلى تقسيمات إدارية أصغر وهي المراكز أو الأقسام.,- ما هي أطول حدود برية؟ ال,"{'text': array(['مع السودان'], dtype=object), 'answer_start': array([521], dtype=int32)}"
71045458517,مصر,مِصرَ أو رسمياً جُمهورِيةُ مِصرَ العَرَبيةِ هي دولة عربية تقع في الركن الشمالي الشرقي من قارة أفريقيا، ولديها امتداد آسيوي، حيث تقع شبه جزيرة سيناء داخل قارة آسيا فهي دولة عابرة للقارات، قُدّر عدد سكانها بـ104 مليون نسمة، ليكون ترتيبها الثالثة عشر بين دول العالم بعدد السكان والأكثر سكانا عربيا. ولجمهورية مصر العربية سواحل طويلة على البحرين الأبيض والأحمر، وتشترك بحدود مع سبعة دول وكيانات فيحدها في الشمال الشرقي منطقة فلسطين (إسرائيل وقطاع غزة) بطول 265 كم، ويحدها من الغرب ليبيا على امتداد خط بطول 1115 كم، كما تشترك مع السودان بأطول حدود برية لها بطول 1280 كم. بالإضافة إلى حدودها البحرية مع السعودية شرقا وقبرص واليونان شمالا. تبلغ مساحة جمهورية مصر العربية حوالي 1.002.000 كيلومتر مربع والمساحة المأهولة تبلغ 78990 كم2 بنسبة 7.8 % من المساحة الكلية. وتُقسم مصر إدارياً إلى 27 محافظة، وتنقسم كل محافظة إلى تقسيمات إدارية أصغر وهي المراكز أو الأقسام.,- ما هي مساحة جمهورية مصر العربية؟ ال,"{'text': array(['حوالي 1.002.000 كيلومتر مربع'], dtype=object), 'answer_start': array([664], dtype=int32)}"
5.82957E+11,مصر,ويتركز أغلب سكان مصر في وادي النيل وفي الحضر ويشكل وادي النيل والدلتا أقل من 4% من المساحة الكلية للبلاد أي حوالي 33000 كم2، وأكبر الكتل السكانية هي القاهرة الكبرى التي بها تقريباً ربع السكان، تليها الإسكندرية؛ كما يعيش أغلب السكان الباقين في الدلتا وعلى ساحلي البحر المتوسط والبحر الأحمر ومدن قناة السويس، وتشغل هذه الأماكن ما مساحته 40 ألف كيلومتر مربع. بينما تشكل الصحراء غير المعمورة غالبية مساحة البلاد.,- أين تتركز الغالبية العظمى من سكان مصر؟ ال,"{'text': array(['مصر في وادي النيل وفي الحضر'], dtype=object), 'answer_start': array([17], dtype=int32)}"
9.75525E+11,مصر,ويتركز أغلب سكان مصر في وادي النيل وفي الحضر ويشكل وادي النيل والدلتا أقل من 4% من المساحة الكلية للبلاد أي حوالي 33000 كم2، وأكبر الكتل السكانية هي القاهرة الكبرى التي بها تقريباً ربع السكان، تليها الإسكندرية؛ كما يعيش أغلب السكان الباقين في الدلتا وعلى ساحلي البحر المتوسط والبحر الأحمر ومدن قناة السويس، وتشغل هذه الأماكن ما مساحته 40 ألف كيلومتر مربع. بينما تشكل الصحراء غير المعمورة غالبية مساحة البلاد.,- ما المساحة التي يشكلها وادي النيل والدلتا؟ ال,"{'text': array(['أقل من 4% من المساحة الكلية للبلاد أي حوالي 33000 كم2،'],
      dtype=object), 'answer_start': array([70], dtype=int32)}"
6.32275E+11,مصر,ويتركز أغلب سكان مصر في وادي النيل وفي الحضر ويشكل وادي النيل والدلتا أقل من 4% من المساحة الكلية للبلاد أي حوالي 33000 كم2، وأكبر الكتل السكانية هي القاهرة الكبرى التي بها تقريباً ربع السكان، تليها الإسكندرية؛ كما يعيش أغلب السكان الباقين في الدلتا وعلى ساحلي البحر المتوسط والبحر الأحمر ومدن قناة السويس، وتشغل هذه الأماكن ما مساحته 40 ألف كيلومتر مربع. بينما تشكل الصحراء غير المعمورة غالبية مساحة البلاد.,- ما المدينة التي بها أكبر عدد من السكان؟ ال,"{'text': array(['هي القاهرة الكبرى'], dtype=object), 'answer_start': array([146], dtype=int32)}"
39922158955,محمد,أَبُو القَاسِم مُحَمَّد بنِ عَبد الله بنِ عَبدِ المُطَّلِب (22 أبريل 571 - 8 يونيو 632) يُؤمن المسلمون بأنَّه رسول الله إلى الإنس والجن؛ ليعيدهم إلى توحيد الله وعبادته شأنه شأن كل الأنبياء والمُرسَلين، وهو خاتمهم، وأُرسِل للنَّاس كافَّة، ويؤمنون أيضا بأنّه أشرف المخلوقات وسيّد البشر، كما يعتقدون فيه العِصمة.,- من هو رسول الله؟ ال,"{'text': array(['أَبُو القَاسِم مُحَمَّد بنِ عَبد الله بنِ عَبدِ المُطَّلِب'],
      dtype=object), 'answer_start': array([0], dtype=int32)}"
6.89198E+11,محمد,أَبُو القَاسِم مُحَمَّد بنِ عَبد الله بنِ عَبدِ المُطَّلِب (22 أبريل 571 - 8 يونيو 632) يُؤمن المسلمون بأنَّه رسول الله إلى الإنس والجن؛ ليعيدهم إلى توحيد الله وعبادته شأنه شأن كل الأنبياء والمُرسَلين، وهو خاتمهم، وأُرسِل للنَّاس كافَّة، ويؤمنون أيضا بأنّه أشرف المخلوقات وسيّد البشر، كما يعتقدون فيه العِصمة.,- لماذا يرسل الله رسوله؟ ال,"{'text': array(['ليعيدهم إلى توحيد الله'], dtype=object), 'answer_start': array([137], dtype=int32)}"
6.5861E+11,محمد,أَبُو القَاسِم مُحَمَّد بنِ عَبد الله بنِ عَبدِ المُطَّلِب (22 أبريل 571 - 8 يونيو 632) يُؤمن المسلمون بأنَّه رسول الله إلى الإنس والجن؛ ليعيدهم إلى توحيد الله وعبادته شأنه شأن كل الأنبياء والمُرسَلين، وهو خاتمهم، وأُرسِل للنَّاس كافَّة، ويؤمنون أيضا بأنّه أشرف المخلوقات وسيّد البشر، كما يعتقدون فيه العِصمة.,- من هو سيد الرجال؟ ال,"{'text': array(['أَبُو القَاسِم مُحَمَّد بنِ عَبد الله بنِ عَبدِ المُطَّلِب'],
      dtype=object), 'answer_start': array([0], dtype=int32)}"
3.02814E+11,محمد,أَبُو القَاسِم مُحَمَّد بنِ عَبد الله بنِ عَبدِ المُطَّلِب (22 أبريل 571 - 8 يونيو 632) يُؤمن المسلمون بأنَّه رسول الله إلى الإنس والجن؛ ليعيدهم إلى توحيد الله وعبادته شأنه شأن كل الأنبياء والمُرسَلين، وهو خاتمهم، وأُرسِل للنَّاس كافَّة، ويؤمنون أيضا بأنّه أشرف المخلوقات وسيّد البشر، كما يعتقدون فيه العِصمة. عند ذكر اسمه، يُلحِق المسلمون عبارة «صلى الله عليه وسلم» مع إضافة «وآله» و«وصحبه» في بعض الأحيان، لِمَا جاء في القرآن والسنة النبوية مما يحثهم على الصلاة عليه. .ترك محمد أثرًا كبيرًا في نفوس المسلمين، وكثرت مظاهر محبّتهم وتعظيمهم له باتباعهم لأمره وأسلوب حياته وتعبده لله، واحتفالهم بمولده في شهر ربيع الأول، وقيامهم بحفظ أقواله وأفعاله وصفاته وجمع ذلك في كتب عُرفت بكتب السّيرة والحديث النبوي. اعتبره الكاتب اليهودي مايكل هارت أعظم الشخصيّات أثرًا في تاريخ الإنسانية كلّها باعتباره «الإنسان الوحيد في التاريخ الذي نجح نجاحًا مطلقًا على المستوى الديني والدنيوي».,- ما هي العبارة التي يلحقها المسلمون عند ذكر الاسم؟ ال,"{'text': array(['«صلى الله عليه وسلم»'], dtype=object), 'answer_start': array([346], dtype=int32)}"
6.5476E+11,محمد,أَبُو القَاسِم مُحَمَّد بنِ عَبد الله بنِ عَبدِ المُطَّلِب (22 أبريل 571 - 8 يونيو 632) يُؤمن المسلمون بأنَّه رسول الله إلى الإنس والجن؛ ليعيدهم إلى توحيد الله وعبادته شأنه شأن كل الأنبياء والمُرسَلين، وهو خاتمهم، وأُرسِل للنَّاس كافَّة، ويؤمنون أيضا بأنّه أشرف المخلوقات وسيّد البشر، كما يعتقدون فيه العِصمة. عند ذكر اسمه، يُلحِق المسلمون عبارة «صلى الله عليه وسلم» مع إضافة «وآله» و«وصحبه» في بعض الأحيان، لِمَا جاء في القرآن والسنة النبوية مما يحثهم على الصلاة عليه. .ترك محمد أثرًا كبيرًا في نفوس المسلمين، وكثرت مظاهر محبّتهم وتعظيمهم له باتباعهم لأمره وأسلوب حياته وتعبده لله، واحتفالهم بمولده في شهر ربيع الأول، وقيامهم بحفظ أقواله وأفعاله وصفاته وجمع ذلك في كتب عُرفت بكتب السّيرة والحديث النبوي. اعتبره الكاتب اليهودي مايكل هارت أعظم الشخصيّات أثرًا في تاريخ الإنسانية كلّها باعتباره «الإنسان الوحيد في التاريخ الذي نجح نجاحًا مطلقًا على المستوى الديني والدنيوي».,- أين أعطى محمد (صلى الله عليه وسلم) تأثيرا كبيرا؟ ال,"{'text': array(['في نفوس المسلمين،'], dtype=object), 'answer_start': array([493], dtype=int32)}"
